r(km) M(Msun) nb(fm^-3) Ye Ymu Yp Yn mu_n(MeV) mu_p(MeV) mu_e(MeV) mu_mu(MeV)
1.2592646646E+01 1.5000000022E+00 1.6339819158E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.3784541956E+00 3.6717542283E+00 -1.0565836985E+02
1.2592647550E+01 1.5000000022E+00 1.5542888693E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.3634828134E+00 3.6567828460E+00 -1.0565836985E+02
1.2592648453E+01 1.5000000022E+00 1.4784828794E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.3485749466E+00 3.6418749792E+00 -1.0565836985E+02
1.2592649357E+01 1.5000000022E+00 1.4063743213E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.3337303310E+00 3.6270303636E+00 -1.0565836985E+02
1.2592650261E+01 1.5000000022E+00 1.3377828248E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.3189487042E+00 3.6122487369E+00 -1.0565836985E+02
1.2592651164E+01 1.5000000022E+00 1.2725368224E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.3042298052E+00 3.5975298378E+00 -1.0565836985E+02
1.2592652068E+01 1.5000000022E+00 1.2104731189E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.2895733742E+00 3.5828734068E+00 -1.0565836985E+02
1.2592652971E+01 1.5000000022E+00 1.1514364827E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.2749791531E+00 3.5682791857E+00 -1.0565836985E+02
1.2592653875E+01 1.5000000022E+00 1.0952792569E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.2604468851E+00 3.5537469177E+00 -1.0565836985E+02
1.2592654778E+01 1.5000000022E+00 1.0418609892E-14 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.2459763146E+00 3.5392763472E+00 -1.0565836985E+02
1.2592655681E+01 1.5000000022E+00 9.9104808005E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.2315671876E+00 3.5248672202E+00 -1.0565836985E+02
1.2592656585E+01 1.5000000022E+00 9.4271344828E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.2172192511E+00 3.5105192837E+00 -1.0565836985E+02
1.2592657488E+01 1.5000000022E+00 8.9673621273E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.2029322536E+00 3.4962322863E+00 -1.0565836985E+02
1.2592658391E+01 1.5000000022E+00 8.5300138958E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.1887059448E+00 3.4820059775E+00 -1.0565836985E+02
1.2592659295E+01 1.5000000022E+00 8.1139960452E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.1745400756E+00 3.4678401082E+00 -1.0565836985E+02
1.2592660198E+01 1.5000000022E+00 7.7182681894E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.1604343981E+00 3.4537344307E+00 -1.0565836985E+02
1.2592661101E+01 1.5000000022E+00 7.3418406949E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.1463886655E+00 3.4396886982E+00 -1.0565836985E+02
1.2592662005E+01 1.5000000022E+00 6.9837722041E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.1324026325E+00 3.4257026651E+00 -1.0565836985E+02
1.2592662908E+01 1.5000000022E+00 6.6431672794E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.1184760545E+00 3.4117760871E+00 -1.0565836985E+02
1.2592663811E+01 1.5000000022E+00 6.3191741621E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.1046086884E+00 3.3979087211E+00 -1.0565836985E+02
1.2592664714E+01 1.5000000022E+00 6.0109826418E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.0908002922E+00 3.3841003248E+00 -1.0565836985E+02
1.2592665618E+01 1.5000000022E+00 5.7178220279E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.0770506248E+00 3.3703506574E+00 -1.0565836985E+02
1.2592666521E+01 1.5000000022E+00 5.4389592227E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.0633594463E+00 3.3566594789E+00 -1.0565836985E+02
1.2592667424E+01 1.5000000022E+00 5.1736968862E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.0497265180E+00 3.3430265506E+00 -1.0565836985E+02
1.2592668327E+01 1.5000000022E+00 4.9213716922E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.0361516022E+00 3.3294516348E+00 -1.0565836985E+02
1.2592669230E+01 1.5000000022E+00 4.6813526684E-15 2.0999999251E-03 0.0000000000E+00 0.0021 0.9979 0.0000000000E+00 -2.0226344621E+00 3.3159344948E+00 -1.0565836985E+02
