r(km) nb(fm^-3) Ye Ymu Yp Yn mu_n(MeV) mu_p(MeV) mu_e(MeV) mu_mu(MeV)
1.25926276E+01 4.66991599E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.70801202E+00 4.00131206E+00 -1.05658370E+02
1.25926285E+01 4.44210843E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.69164258E+00 3.98494261E+00 -1.05658370E+02
1.25926294E+01 4.22541783E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.67534264E+00 3.96864267E+00 -1.05658370E+02
1.25926303E+01 4.01930120E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.65911190E+00 3.95241193E+00 -1.05658370E+02
1.25926313E+01 3.82324213E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.64295006E+00 3.93625009E+00 -1.05658370E+02
1.25926322E+01 3.63674947E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.62685680E+00 3.92015683E+00 -1.05658370E+02
1.25926331E+01 3.45935611E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.61083183E+00 3.90413186E+00 -1.05658370E+02
1.25926340E+01 3.29061779E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.59487485E+00 3.88817488E+00 -1.05658370E+02
1.25926349E+01 3.13011196E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.57898556E+00 3.87228559E+00 -1.05658370E+02
1.25926358E+01 2.97743674E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.56316367E+00 3.85646371E+00 -1.05658370E+02
1.25926367E+01 2.83220989E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.54740889E+00 3.84070893E+00 -1.05658370E+02
1.25926376E+01 2.69406787E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.53172093E+00 3.82502097E+00 -1.05658370E+02
1.25926385E+01 2.56266488E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.51609951E+00 3.80939954E+00 -1.05658370E+02
1.25926394E+01 2.43767203E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.50054433E+00 3.79384436E+00 -1.05658370E+02
1.25926403E+01 2.31877650E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.48505512E+00 3.77835515E+00 -1.05658370E+02
1.25926412E+01 2.20568074E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.46963160E+00 3.76293163E+00 -1.05658370E+02
1.25926421E+01 2.09810175E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.45427349E+00 3.74757352E+00 -1.05658370E+02
1.25926430E+01 1.99577034E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.43898051E+00 3.73228054E+00 -1.05658370E+02
1.25926439E+01 1.89843046E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.42375239E+00 3.71705243E+00 -1.05658370E+02
1.25926448E+01 1.80583858E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.40858886E+00 3.70188890E+00 -1.05658370E+02
1.25926457E+01 1.71776304E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.39348965E+00 3.68678968E+00 -1.05658370E+02
1.25926466E+01 1.63398350E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.37845449E+00 3.67175452E+00 -1.05658370E+02
1.25926475E+01 1.55429037E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.36348310E+00 3.65678314E+00 -1.05658370E+02
1.25926484E+01 1.47848431E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.34857523E+00 3.64187527E+00 -1.05658370E+02
1.25926493E+01 1.40637568E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.33373062E+00 3.62703065E+00 -1.05658370E+02
1.25926503E+01 1.33778412E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.31894899E+00 3.61224902E+00 -1.05658370E+02
1.25926512E+01 1.27253806E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.30423009E+00 3.59753012E+00 -1.05658370E+02
1.25926521E+01 1.21047429E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.28957366E+00 3.58287369E+00 -1.05658370E+02
1.25926530E+01 1.15143760E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.27497944E+00 3.56827947E+00 -1.05658370E+02
1.25926539E+01 1.09528032E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.26044717E+00 3.55374720E+00 -1.05658370E+02
1.25926548E+01 1.04186200E-14 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.24597659E+00 3.53927663E+00 -1.05658370E+02
1.25926557E+01 9.91049040E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.23156747E+00 3.52486750E+00 -1.05658370E+02
1.25926566E+01 9.42714361E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.21721953E+00 3.51051956E+00 -1.05658370E+02
1.25926575E+01 8.96737081E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.20293253E+00 3.49623256E+00 -1.05658370E+02
1.25926584E+01 8.53002216E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.18870622E+00 3.48200625E+00 -1.05658370E+02
1.25926593E+01 8.11400390E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.17454035E+00 3.46784038E+00 -1.05658370E+02
1.25926602E+01 7.71827567E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.16043467E+00 3.45373470E+00 -1.05658370E+02
1.25926611E+01 7.34184781E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.14638894E+00 3.43968897E+00 -1.05658370E+02
1.25926620E+01 6.98377897E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.13240290E+00 3.42570294E+00 -1.05658370E+02
1.25926629E+01 6.64317371E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.11847632E+00 3.41177636E+00 -1.05658370E+02
1.25926638E+01 6.31918028E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.10460896E+00 3.39790899E+00 -1.05658370E+02
1.25926647E+01 6.01098846E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.09080056E+00 3.38410059E+00 -1.05658370E+02
1.25926656E+01 5.71782757E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.07705089E+00 3.37035092E+00 -1.05658370E+02
1.25926665E+01 5.43896449E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.06335971E+00 3.35665974E+00 -1.05658370E+02
1.25926674E+01 5.17370190E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.04972678E+00 3.34302681E+00 -1.05658370E+02
1.25926683E+01 4.92137646E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.03615186E+00 3.32945190E+00 -1.05658370E+02
1.25926692E+01 4.68135720E-15 2.09999993E-03 0.00000000E+00 0.0021 0.9979 0.00000000E+00 -2.02263472E+00 3.31593476E+00 -1.05658370E+02
